step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,t_average_density,agents_total_stopped,agents_total_accumulated_waiting_time,agents_average_density
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0
12.0,0,0.0,0.0,8.937575879288817,0,0.0,0.6192966281081378,0.06604438182458612,0,0.0,0.06604438182458612
31.0,8,112.0,5.894736842105263,6.125378811060453,8,112.0,0.3684445000709103,0.1122754491017964,8,112.0,0.1122754491017964
50.0,12,250.0,10.0,4.827861340689786,12,250.0,0.31292995543007096,0.15190207819654808,12,250.0,0.15190207819654808
66.0,15,279.0,8.71875,6.031873253304142,15,279.0,0.24317996309305379,0.1519020781965481,15,279.0,0.1519020781965481
94.0,20,464.0,14.96774193548387,3.7347910839022593,20,464.0,0.1784407948868267,0.1783198309263825,20,464.0,0.1783198309263825
113.0,20,465.0,12.916666666666666,5.232211972687132,20,465.0,0.17440411392928137,0.17831983092638254,20,465.0,0.17831983092638254
129.0,17,440.0,11.891891891891891,6.272661934505797,17,450.0,0.3067190074614666,0.19152870729129975,17,450.0,0.19152870729129975
145.0,19,395.0,10.394736842105264,6.1592924382976,19,417.0,0.3336300303245608,0.20473758365621694,19,417.0,0.20473758365621694
164.0,21,453.0,11.921052631578947,5.313628615479841,21,475.0,0.19515464322159556,0.19152870729129975,21,475.0,0.19152870729129975
183.0,19,505.0,13.64864864864865,5.484623937889295,19,527.0,0.24736529786668635,0.19152870729129978,19,527.0,0.19152870729129978
202.0,17,474.0,12.81081081081081,5.62340761501019,17,488.0,0.22641478250733119,0.18492426910884116,17,488.0,0.18492426910884116
218.0,16,328.0,9.11111111111111,5.379131217119955,16,377.0,0.2304803833493177,0.1783198309263825,16,377.0,0.1783198309263825
235.0,20,296.0,8.969696969696969,4.415820131173449,20,333.0,0.1550682429421674,0.17171539274392392,20,333.0,0.17171539274392392
252.0,18,365.0,10.428571428571429,4.554177060689171,18,402.0,0.12568944240772906,0.17171539274392394,18,402.0,0.17171539274392394
268.0,16,428.0,11.567567567567568,5.92499134926065,16,469.0,0.28025925226296544,0.19152870729129978,16,469.0,0.19152870729129978
279.0,16,284.0,8.114285714285714,4.981749910489255,16,396.0,0.2203568474567812,0.1783198309263825,16,396.0,0.1783198309263825
298.0,19,296.0,8.0,5.912037094863178,19,401.0,0.26973658906277864,0.18492426910884116,19,401.0,0.18492426910884116
317.0,22,465.0,13.676470588235293,4.446682061049395,22,570.0,0.1915056721940998,0.18492426910884116,22,570.0,0.18492426910884116
336.0,23,611.0,17.970588235294116,3.9149134143731117,23,716.0,0.10636131654475658,0.17831983092638257,23,716.0,0.17831983092638257
352.0,16,382.0,9.794871794871796,5.324470371814093,16,540.0,0.1989691478805455,0.19813314547375838,16,540.0,0.19813314547375838
368.0,17,301.0,7.525,6.700605795101441,17,420.0,0.3690061009436802,0.20473758365621697,17,420.0,0.20473758365621697
387.0,20,398.0,10.205128205128204,5.983240635315352,20,517.0,0.3170497714132894,0.2113420218386756,20,517.0,0.2113420218386756
401.0,20,416.0,10.947368421052632,5.49355534627677,20,495.0,0.24678646376507088,0.1981331454737584,20,495.0,0.1981331454737584
